2303	WfUlGsYmaMuNUMPZBpW		3
203	MvZWICgPFjgdlPnPs	vwbqxwuwa	3
1444	jQtCicFYLb	snwjjtru	3
510	VliClYlbBaRTa	khwrwj	3
1356	UKNUIBXSdrLJ		4
1993	jJBUuEpiMJmhR		4
1889	xwreqHcchFTydqNQh	ydjyvgvl	3
871	DyBMfBHk		4
2674	TqGrkfGF		3
2357	dVlEnWWEtttoz		3
2853	XNXxGB	fnkqksn	3
2166	ndvJQFQcCXCGoXRKGzC	hqoxetpgi	3
2901	vhSDOoEQcfpkgpCMZ	tslreqo	3
1909	msumAmY	lcxtdrxmdm	3
1372	ZzlNaJqppOaP	htwdns	3
2449	oIYPcCaoZTfokxIxWT		5
952	bfifBn		3
115	CTmDTrcGaOh		3
2609	bLyPKAXeBhBcNHjAxgMIz		3
404	UtsgWosBcrKgmwIQ	wusvpnb	3
2339	ktgfXqXyORpXEfZvdoMbq	knszxss	3
2437	KujaJgw	muqqertezg	3
1238	tqYUwyU	kewdkdv	3
1707	hvzniiJqd	qmpv	3
1244	WtCdggOyzkbVy	uxwk	4
1131	mFHzbNZsHVkkiqoQR		3
1349	YeTvHy		3
1790	vWNtMW		5
1976	zYlzJemZtQWz		3
2826	ZyuLmt	dlfppr	3
123	vmLfQZa		3
1506	jNXFa		3
469	JNuIMRXxlUBZnkwTK	qcge	3
2785	xnFRdJ		3
2980	ppBbOeEvvQskqrGvAnbQ	vvjctaffp	3
1647	nPDjpdTHptoOUWdvACkS	ymsqog	3
783	QVTttiEDbopdg	gbcvbgz	3
2414	PAPmUaz	zkzqt	3
998	CuXcPfFDe	kkdzj	3
2006	SsppuCgqasMj	jbxfbwwoum	4
1053	fhJOLOiiaqSPwbV	kyjlokukny	3
2090	CVxTnLYNfYcBws		3
712	HOtQKWRcCRHvRIImSU	napdsfe	3
2007	QdyUaRoULalVqRtVhcGu	cckjlzaei	4
407	WtAyHw	cqghfrj	3
216	lOhsCaCBTIafrPUDJmHUa	rqrrcmm	3
1170	QHPoRBjXXRcgTEfGLNiex	udydnrszgg	3
1371	wmiHARikcPun	xokwoe	3
480	fDjKLVXvRMsNDsqbqBz	ulsefjx	3
990	UQJWVDhqxjBzJaQV		3
1450	BMOuq		3
471	XxjKyLLUpFtecEFHGxWbV		4
2372	CWqqexZhIYdTP	pzfz	3
559	xlxFAyBtcbkzJsqebIpXb	wtctqim	3
2374	mnoyAmr		3
297	WwYKFiUbjfcq		3
1885	NuYRV		4
2534	xAJbAUEAqwlxdnb		3
740	wtZGqnksSJADW	cvvdhde	4
2962	Euuea		3
588	ayBWtFsurfMJo		5
2031	eWIGm		3
556	kmgdCzVrTcFTkSjZQuL	mqou	3
47	VkqtoEYZcEw	iikvw	3
372	tXFeRFyIv	suoaaxj	3
204	ooubJrdqxGZBT	bjmasyo	3
1057	UNkNNyxtrKLIBTNyBgL	djobems	4
2959	LJAwPvcIIzqlb	iutqskplp	3
657	EnrOffZo	zruyy	3
2333	RkPEjMwZRtBIXZ		3
528	BgHTsOOILXZYu	vqtwmvyl	3
1033	AWdQYgRFV	ljzzxt	4
2180	OzhjeCeDyElC		4
1067	LcoGrpJzgHzUN		3
191	PxpJeNr	uztt	3
2022	GTvdQpXM		4
1337	EbcAAwqNmZKXNqnX		3
71	eVlQOeErHwOee	glbxxoa	3
452	zIliPKlRfEEWmjxdufuBQ	fnms	3
2878	DAgotqVcdkZnY		3
2613	xXscjqlskrtzuzGXM	sbewk	3
